age,industry,currency,country,years_experience,years_experience_field,education,gender,total_salary,salary_COP
25-34,Education,USD,United States,5-7 years,5-7 years,Master's degree,Non-binary,52000.0,208000000.0
25-34,Real Estate,CAD,Canada,8 - 10 years,8 - 10 years,Some college,Woman,61500.0,196800000.0
35-44,Transport & Logistics,USD,United States,21 - 30 years,21 - 30 years,High School,Woman,85000.0,340000000.0
25-34,Transport & Logistics,USD,United States,8 - 10 years,5-7 years,Some college,Woman,56000.0,224000000.0
45-54,Manufacturing,USD,United States,21 - 30 years,21 - 30 years,College degree,Man,49840.0,199360000.0
45-54,Other,USD,United States,21 - 30 years,11 - 20 years,Master's degree,Woman,170000.0,680000000.0
45-54,Technology,USD,United States,21 - 30 years,21 - 30 years,Master's degree,Woman,150000.0,600000000.0
45-54,Environment,USD,United States,21 - 30 years,21 - 30 years,PhD,Woman,110000.0,440000000.0
25-34,Finance,USD,United States,2 - 4 years,2 - 4 years,College degree,Woman,105000.0,420000000.0
35-44,Manufacturing,USD,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,105500.0,422000000.0
25-34,Finance,USD,United States,5-7 years,5-7 years,College degree,Man,150000.0,600000000.0
45-54,Healthcare,USD,United States,21 - 30 years,8 - 10 years,College degree,Woman,125000.0,500000000.0
35-44,Government,USD,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,63000.0,252000000.0
25-34,Marketing & PR,GBP,United Kingdom,8 - 10 years,5-7 years,College degree,Woman,100000.0,500000000.0
35-44,Other,USD,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,80000.0,320000000.0
25-34,Other,USD,United States,5-7 years,2 - 4 years,Master's degree,Man,52000.0,208000000.0
25-34,Government,USD,United States,5-7 years,5-7 years,Master's degree,Woman,112000.0,448000000.0
45-54,Education,GBP,United Kingdom,21 - 30 years,21 - 30 years,PhD,Woman,54000.0,270000000.0
45-54,Media & Publishing,USD,United States,21 - 30 years,21 - 30 years,Master's degree,Woman,120000.0,480000000.0
25-34,Education,GBP,United Kingdom,8 - 10 years,5-7 years,College degree,Woman,40613.0,203065000.0
35-44,Other,USD,United States,11 - 20 years,5-7 years,Master's degree,Woman,72400.0,289600000.0
35-44,Science & Research,USD,United States,11 - 20 years,11 - 20 years,College degree,Woman,112500.0,450000000.0
25-34,Education,CAD,Canada,5-7 years,2 - 4 years,College degree,Woman,58000.0,185600000.0
25-34,Government,CAD,Canada,8 - 10 years,5-7 years,Some college,Woman,58000.0,185600000.0
18-24,Finance,USD,United States,1 year or less,1 year or less,College degree,Woman,45000.0,180000000.0
35-44,Government,USD,United States,8 - 10 years,8 - 10 years,Master's degree,Woman,75000.0,300000000.0
25-34,Other,USD,United States,5-7 years,5-7 years,College degree,Man,115000.0,460000000.0
25-34,Transport & Logistics,EUR,Ireland,2 - 4 years,2 - 4 years,Master's degree,Woman,32640.0,146880000.0
35-44,Other,USD,United States,11 - 20 years,5-7 years,Master's degree,Non-binary,17000.0,68000000.0
25-34,Government,USD,United States,5-7 years,1 year or less,College degree,Woman,64000.0,256000000.0
55-64,Real Estate,USD,United States,31 - 40 years,21 - 30 years,College degree,Woman,66000.0,264000000.0
45-54,Manufacturing,USD,United States,21 - 30 years,11 - 20 years,College degree,Woman,84000.0,336000000.0
25-34,Government,USD,United States,5-7 years,2 - 4 years,Master's degree,Woman,78000.0,312000000.0
18-24,Legal,USD,United States,2 - 4 years,2 - 4 years,Master's degree,Woman,70000.0,280000000.0
65 or over,Healthcare,USD,United States,41 years or more,31 - 40 years,Master's degree,Woman,120000.0,480000000.0
35-44,Finance,USD,United States,21 - 30 years,11 - 20 years,College degree,Woman,114400.0,457600000.0
25-34,Other,USD,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,111500.0,446000000.0
25-34,Education,USD,United States,5-7 years,2 - 4 years,College degree,Woman,58300.0,233200000.0
25-34,Nonprofit,USD,United States,11 - 20 years,5-7 years,College degree,Woman,700000.0,2800000000.0
35-44,Technology,USD,United States,21 - 30 years,21 - 30 years,Master's degree,Other or prefer not to answer,345000.0,1380000000.0
45-54,Technology,USD,United States,11 - 20 years,8 - 10 years,College degree,Woman,143000.0,572000000.0
25-34,Nonprofit,USD,United States,8 - 10 years,8 - 10 years,Master's degree,Woman,75000.0,300000000.0
25-34,Education,GBP,United Kingdom,11 - 20 years,8 - 10 years,Master's degree,Woman,39000.0,195000000.0
35-44,Technology,USD,United States,11 - 20 years,11 - 20 years,College degree,Woman,141000.0,564000000.0
45-54,Manufacturing,USD,United States,21 - 30 years,21 - 30 years,College degree,Man,128500.0,514000000.0
25-34,Nonprofit,CAD,Canada,2 - 4 years,2 - 4 years,PhD,Woman,87000.0,278400000.0
35-44,Education,USD,United States,11 - 20 years,5-7 years,College degree,Woman,38480.0,153920000.0
35-44,Nonprofit,USD,United States,11 - 20 years,2 - 4 years,Master's degree,Man,37000.0,148000000.0
25-34,Nonprofit,USD,United States,8 - 10 years,2 - 4 years,Master's degree,Woman,55000.0,220000000.0
25-34,Marketing & PR,USD,United States,8 - 10 years,8 - 10 years,College degree,Woman,53500.0,214000000.0
25-34,Government,USD,United States,8 - 10 years,2 - 4 years,Master's degree,Woman,49600.0,198400000.0
25-34,Nonprofit,USD,United States,8 - 10 years,5-7 years,College degree,Woman,50000.0,200000000.0
25-34,Finance,USD,United States,11 - 20 years,2 - 4 years,Master's degree,Woman,63500.0,254000000.0
35-44,Social Services,USD,United States,11 - 20 years,8 - 10 years,Master's degree,Woman,62000.0,248000000.0
25-34,Nonprofit,USD,United States,8 - 10 years,5-7 years,College degree,Woman,65000.0,260000000.0
25-34,Healthcare,USD,United States,5-7 years,2 - 4 years,College degree,Woman,43680.0,174720000.0
25-34,Transport & Logistics,USD,United States,5-7 years,5-7 years,College degree,Woman,105000.0,420000000.0
45-54,Education,GBP,United Kingdom,21 - 30 years,21 - 30 years,College degree,Woman,51000.0,255000000.0
25-34,Nonprofit,USD,United States,8 - 10 years,5-7 years,College degree,Woman,67700.0,270800000.0
25-34,Manufacturing,GBP,United Kingdom,2 - 4 years,2 - 4 years,Master's degree,Woman,26000.0,130000000.0
25-34,Government,CAD,Canada,8 - 10 years,8 - 10 years,College degree,Woman,93000.0,297600000.0
35-44,Education,USD,United States,21 - 30 years,11 - 20 years,Master's degree,Woman,75000.0,300000000.0
35-44,Nonprofit,GBP,United Kingdom,11 - 20 years,11 - 20 years,College degree,Woman,34500.0,172500000.0
18-24,Marketing & PR,USD,United States,5-7 years,1 year or less,College degree,Woman,75500.0,302000000.0
35-44,Other,USD,United States,11 - 20 years,5-7 years,College degree,Woman,87500.0,350000000.0
25-34,Real Estate,USD,United States,11 - 20 years,11 - 20 years,College degree,Woman,80000.0,320000000.0
25-34,Media & Publishing,USD,United States,8 - 10 years,8 - 10 years,College degree,Woman,38000.0,152000000.0
25-34,Social Services,USD,United States,8 - 10 years,5-7 years,Master's degree,Woman,63000.0,252000000.0
35-44,Nonprofit,USD,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,39000.0,156000000.0
35-44,Education,USD,United States,11 - 20 years,11 - 20 years,College degree,Woman,105000.0,420000000.0
45-54,Real Estate,USD,United States,21 - 30 years,8 - 10 years,High School,Woman,59000.0,236000000.0
35-44,Technology,USD,United States,11 - 20 years,8 - 10 years,PhD,Woman,309000.0,1236000000.0
35-44,Marketing & PR,USD,United States,21 - 30 years,5-7 years,College degree,Woman,77000.0,308000000.0
35-44,Media & Publishing,USD,United States,11 - 20 years,11 - 20 years,College degree,Woman,55000.0,220000000.0
25-34,Technology,USD,United States,5-7 years,2 - 4 years,Master's degree,Other or prefer not to answer,67200.0,268800000.0
55-64,Healthcare,USD,United States,21 - 30 years,11 - 20 years,College degree,Woman,43500.0,174000000.0
25-34,Manufacturing,USD,United States,5-7 years,5-7 years,College degree,Woman,94000.0,376000000.0
55-64,Government,USD,United States,21 - 30 years,21 - 30 years,Master's degree,Woman,173000.0,692000000.0
25-34,Healthcare,USD,United States,5-7 years,5-7 years,PhD,Woman,125500.0,502000000.0
25-34,Technology,CAD,Canada,1 year or less,1 year or less,College degree,Woman,66000.0,211200000.0
55-64,Finance,USD,United States,31 - 40 years,31 - 40 years,College degree,Man,186000.0,744000000.0
35-44,Marketing & PR,CAD,Canada,21 - 30 years,11 - 20 years,Some college,Woman,49000.0,156800000.0
25-34,Media & Publishing,USD,United States,5-7 years,5-7 years,College degree,Woman,51000.0,204000000.0
25-34,Finance,USD,United States,8 - 10 years,5-7 years,College degree,Man,62800.0,251200000.0
25-34,Finance,USD,United States,8 - 10 years,8 - 10 years,College degree,Woman,186000.0,744000000.0
35-44,Arts & Culture,USD,United States,11 - 20 years,11 - 20 years,College degree,Woman,40200.0,160800000.0
25-34,Education,USD,United States,8 - 10 years,8 - 10 years,Master's degree,Woman,71750.0,287000000.0
35-44,Manufacturing,USD,United States,8 - 10 years,2 - 4 years,Master's degree,Man,70000.0,280000000.0
35-44,Other,USD,United States,21 - 30 years,8 - 10 years,Master's degree,Woman,87000.0,348000000.0
35-44,Technology,USD,United States,21 - 30 years,21 - 30 years,College degree,Woman,157000.0,628000000.0
35-44,Other,USD,United States,5-7 years,5-7 years,College degree,Woman,65000.0,260000000.0
25-34,Nonprofit,USD,United States,2 - 4 years,2 - 4 years,College degree,Woman,42120.0,168480000.0
25-34,Other,USD,United States,5-7 years,2 - 4 years,Master's degree,Woman,70000.0,280000000.0
25-34,Nonprofit,USD,United States,8 - 10 years,8 - 10 years,College degree,Man,85000.0,340000000.0
35-44,Technology,USD,United States,8 - 10 years,8 - 10 years,College degree,Woman,89000.0,356000000.0
35-44,Technology,USD,United States,11 - 20 years,11 - 20 years,College degree,Woman,92000.0,368000000.0
45-54,Education,USD,United States,21 - 30 years,21 - 30 years,PhD,Woman,94000.0,376000000.0
45-54,Technology,USD,United States,21 - 30 years,21 - 30 years,Master's degree,Woman,104000.0,416000000.0
45-54,Technology,USD,United States,8 - 10 years,8 - 10 years,College degree,Woman,96800.0,387200000.0
35-44,Government,USD,United States,11 - 20 years,8 - 10 years,Some college,Woman,52000.0,208000000.0
25-34,Technology,USD,United States,8 - 10 years,8 - 10 years,College degree,Woman,68000.0,272000000.0
45-54,Technology,USD,United States,21 - 30 years,11 - 20 years,College degree,Man,350000.0,1400000000.0
25-34,Other,USD,United States,8 - 10 years,5-7 years,Master's degree,Woman,137000.0,548000000.0
35-44,Hospitality,USD,United States,21 - 30 years,21 - 30 years,College degree,Woman,108500.0,434000000.0
35-44,Healthcare,USD,United States,8 - 10 years,5-7 years,Some college,Woman,43000.0,172000000.0
45-54,Nonprofit,USD,United States,11 - 20 years,5-7 years,Some college,Woman,36712.0,146848000.0
35-44,Technology,USD,United States,11 - 20 years,8 - 10 years,College degree,Woman,112000.0,448000000.0
25-34,Other,USD,United States,11 - 20 years,11 - 20 years,College degree,Woman,85000.0,340000000.0
25-34,Healthcare,USD,United States,8 - 10 years,8 - 10 years,Master's degree,Woman,60000.0,240000000.0
35-44,Legal,USD,United States,11 - 20 years,2 - 4 years,High School,Woman,50000.0,200000000.0
18-24,Government,USD,United States,2 - 4 years,1 year or less,College degree,Woman,52000.0,208000000.0
25-34,Government,USD,United States,5-7 years,2 - 4 years,Master's degree,Woman,57000.0,228000000.0
25-34,Finance,USD,United States,5-7 years,5-7 years,College degree,Woman,52500.0,210000000.0
25-34,Finance,USD,United States,5-7 years,2 - 4 years,College degree,Woman,54000.0,216000000.0
25-34,Education,USD,United States,8 - 10 years,8 - 10 years,Master's degree,Woman,56000.0,224000000.0
25-34,Education,USD,United States,2 - 4 years,5-7 years,PhD,Woman,64000.0,256000000.0
18-24,Nonprofit,USD,United States,2 - 4 years,2 - 4 years,College degree,Woman,39000.0,156000000.0
25-34,Finance,USD,United States,8 - 10 years,2 - 4 years,College degree,Woman,42000.0,168000000.0
25-34,Legal,CAD,Canada,8 - 10 years,5-7 years,College degree,Woman,73000.0,233600000.0
45-54,Technology,USD,United States,11 - 20 years,8 - 10 years,College degree,Woman,69000.0,276000000.0
35-44,Finance,USD,United States,11 - 20 years,11 - 20 years,Some college,Woman,68000.0,272000000.0
25-34,Other,USD,United States,8 - 10 years,8 - 10 years,Master's degree,Woman,76000.0,304000000.0
25-34,Government,USD,United States,8 - 10 years,8 - 10 years,College degree,Woman,127000.0,508000000.0
25-34,Other,USD,United States,5-7 years,5-7 years,Master's degree,Woman,105000.0,420000000.0
35-44,Other,USD,United States,11 - 20 years,5-7 years,Master's degree,Woman,50000.0,200000000.0
45-54,Healthcare,USD,United States,11 - 20 years,11 - 20 years,PhD,Woman,146000.0,584000000.0
25-34,Manufacturing,USD,United States,8 - 10 years,8 - 10 years,PhD,Woman,102500.0,410000000.0
35-44,Real Estate,USD,United States,11 - 20 years,5-7 years,High School,Woman,58000.0,232000000.0
25-34,Finance,USD,United States,8 - 10 years,2 - 4 years,College degree,Woman,140000.0,560000000.0
25-34,Technology,USD,United States,8 - 10 years,5-7 years,College degree,Woman,145000.0,580000000.0
45-54,Media & Publishing,USD,United States,21 - 30 years,5-7 years,Master's degree,Woman,66000.0,264000000.0
25-34,Other,USD,United States,5-7 years,5-7 years,College degree,Woman,61800.0,247200000.0
18-24,Legal,USD,United States,2 - 4 years,2 - 4 years,College degree,Woman,50000.0,200000000.0
35-44,Other,USD,United States,11 - 20 years,2 - 4 years,College degree,Woman,38800.0,155200000.0
35-44,Tourism & Leisure,EUR,Ireland,21 - 30 years,11 - 20 years,Some college,Woman,31000.0,139500000.0
25-34,Nonprofit,USD,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,50000.0,200000000.0
25-34,Technology,USD,United States,8 - 10 years,5-7 years,College degree,Woman,70000.0,280000000.0
45-54,Government,USD,United States,31 - 40 years,21 - 30 years,Master's degree,Woman,128300.0,513200000.0
45-54,Government,CAD,Canada,5-7 years,5-7 years,College degree,Woman,54000.0,172800000.0
25-34,Government,USD,United States,8 - 10 years,5-7 years,Master's degree,Woman,107000.0,428000000.0
25-34,Retail & E-commerce,USD,United States,8 - 10 years,2 - 4 years,College degree,Woman,31500.0,126000000.0
25-34,Marketing & PR,USD,United States,11 - 20 years,5-7 years,College degree,Woman,88000.0,352000000.0
45-54,Legal,USD,United States,21 - 30 years,21 - 30 years,PhD,Woman,600000.0,2400000000.0
35-44,Government,CAD,Canada,11 - 20 years,2 - 4 years,Master's degree,Woman,85000.0,272000000.0
25-34,Other,USD,United States,8 - 10 years,5-7 years,Master's degree,Man,121000.0,484000000.0
35-44,Legal,USD,United States,11 - 20 years,8 - 10 years,Master's degree,Woman,125000.0,500000000.0
35-44,Education,USD,United States,11 - 20 years,11 - 20 years,College degree,Man,82000.0,328000000.0
35-44,Marketing & PR,USD,United States,11 - 20 years,11 - 20 years,College degree,Woman,90000.0,360000000.0
35-44,Technology,USD,United States,11 - 20 years,8 - 10 years,College degree,Woman,100000.0,400000000.0
45-54,Technology,USD,United States,21 - 30 years,2 - 4 years,College degree,Woman,80000.0,320000000.0
35-44,Utilities & Telecommunications,USD,United States,11 - 20 years,2 - 4 years,College degree,Woman,64000.0,256000000.0
25-34,Technology,INR,India,2 - 4 years,2 - 4 years,Master's degree,Woman,885000.0,46905000.0
25-34,Technology,USD,United States,8 - 10 years,8 - 10 years,College degree,Woman,200000.0,800000000.0
35-44,Technology,USD,United States,11 - 20 years,8 - 10 years,Master's degree,Woman,188434.0,753736000.0
35-44,Technology,USD,United States,11 - 20 years,2 - 4 years,Some college,Woman,120000.0,480000000.0
25-34,Finance,USD,United States,8 - 10 years,8 - 10 years,College degree,Woman,92000.0,368000000.0
35-44,Manufacturing,USD,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,84000.0,336000000.0
35-44,Technology,GBP,United Kingdom,11 - 20 years,5-7 years,College degree,Woman,85000.0,425000000.0
25-34,Nonprofit,USD,United States,2 - 4 years,2 - 4 years,Master's degree,Woman,44500.0,178000000.0
25-34,Food & Beverage,USD,United States,5-7 years,2 - 4 years,Master's degree,Woman,58240.0,232960000.0
25-34,Nonprofit,USD,United States,11 - 20 years,11 - 20 years,College degree,Woman,107500.0,430000000.0
45-54,Government,USD,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,155000.0,620000000.0
25-34,Real Estate,USD,United States,8 - 10 years,5-7 years,College degree,Woman,82400.0,329600000.0
25-34,Utilities & Telecommunications,USD,United States,5-7 years,5-7 years,College degree,Woman,68000.0,272000000.0
25-34,Marketing & PR,USD,United States,5-7 years,5-7 years,College degree,Woman,82500.0,330000000.0
25-34,Education,USD,United States,8 - 10 years,5-7 years,College degree,Non-binary,34000.0,136000000.0
25-34,Technology,USD,United States,2 - 4 years,2 - 4 years,College degree,Woman,45000.0,180000000.0
35-44,Marketing & PR,USD,United States,11 - 20 years,21 - 30 years,Some college,Woman,160000.0,640000000.0
25-34,Government,CAD,Canada,8 - 10 years,1 year or less,College degree,Woman,55000.0,176000000.0
